stationID,security,stationTypeID,corporationID,solarSystemID,stationName
60000070,0.5728197321,1531,1000002,30003082,Hatori IX - Moon 8 - CBD Corporation Storage
60000073,0.8095908221,1531,1000002,30003083,Junsen V - Moon 20 - CBD Corporation Storage
60000076,0.3021467524,1531,1000002,30002414,Klingt VII - Moon 2 - CBD Corporation Storage
60000079,0.3020362117,1531,1000002,30002415,Weld IV - Moon 14 - CBD Corporation Storage
60000082,0.3021467524,1531,1000002,30002414,Klingt IV - Moon 1 - CBD Corporation Storage
60000085,0.0345551972,1531,1000002,30002420,Egbinger XI - Moon 3 - CBD Corporation Storage
60000088,0.3021467524,1531,1000002,30002414,Klingt V - CBD Corporation Storage
60000091,0.3021467524,1531,1000002,30002414,Klingt IX - Moon 3 - CBD Corporation Storage
60000094,0.7090456871,1531,1000002,30003429,Geffur VIII - Moon 10 - CBD Corporation Storage
60000097,0.5810701614,1531,1000002,30003432,Lumegen V - Moon 2 - CBD Corporation Storage
60000100,0.6713491738,1531,1000002,30003430,Oppold IX - Moon 6 - CBD Corporation Storage
60000103,0.5810701614,1531,1000002,30003432,Lumegen I - CBD Corporation Storage
60000106,0.6713491738,1531,1000002,30003430,Oppold IV - Moon 1 - CBD Corporation Storage
60000109,0.7090456871,1531,1000002,30003429,Geffur VII - Moon 3 - CBD Corporation Storage
60000112,0.8000000000,1531,1000002,30005001,Arnon VIII - Moon 2 - CBD Corporation Storage
60000115,0.4236857699,1531,1000002,30005003,Adirain V - Moon 4 - CBD Corporation Storage
60000118,0.6694961114,1531,1000002,30005004,Attyn V - Moon 2 - CBD Corporation Storage
60000121,0.3732625997,1531,1000002,30005007,Lisbaetanne I - CBD Corporation Storage
60000124,0.8000000000,1531,1000002,30005001,Arnon XII - CBD Corporation Storage
60000127,0.8000000000,1531,1000002,30005001,Arnon X - Moon 8 - CBD Corporation Storage
60000130,0.4786732022,1531,1000002,30004250,Chibi VI - Moon 13 - CBD Corporation Storage
60000133,0.7518781391,1531,1000002,30004253,Pahineh VII - Moon 9 - CBD Corporation Storage
60000136,0.6893498195,1531,1000002,30004249,Avada II - CBD Corporation Storage
60000139,0.4985548327,1531,1000002,30004248,Haimeh IX - Moon 4 - CBD Corporation Storage
60000142,0.4786732022,1531,1000002,30004250,Chibi VIII - Moon 21 - CBD Corporation Storage
60000145,0.4985548327,1531,1000002,30004248,Haimeh II - CBD Corporation Storage
60000148,0.4787558024,1531,1000002,30002513,Dammalin VI - CBD Corporation Storage
60000151,0.3767940377,1531,1000002,30002517,Gulmorogod VI - Moon 4 - CBD Corporation Storage
60000154,0.4386842563,1531,1000002,30002515,Olfeim V - Moon 3 - CBD Corporation Storage
60000157,0.3767940377,1531,1000002,30002517,Gulmorogod VIII - Moon 25 - CBD Corporation Storage
60000160,0.5588356980,1531,1000002,30002512,Alakgur VIII - Moon 2 - CBD Corporation Storage
60000163,0.5588356980,1531,1000002,30002512,Alakgur IX - Moon 9 - CBD Corporation Storage
60000166,0.4721050627,1531,1000002,30004295,Keba II - CBD Corporation Storage
60000169,0.3832672193,1531,1000002,30004293,Pserz VIII - Moon 3 - CBD Corporation Storage
60000172,0.2754995123,1531,1000002,30004292,Soza XII - Moon 14 - CBD Corporation Storage
60000175,0.3832672193,1531,1000002,30004293,Pserz XII - Moon 4 - CBD Corporation Storage
60000178,0.2281417259,1531,1000002,30004289,Vaini III - CBD Corporation Storage
60000181,0.4721050627,1531,1000002,30004295,Keba IX - Moon 1 - CBD Corporation Storage
60000184,0.9396644808,1531,1000002,30001673,Shesha III - CBD Corporation Storage
60000187,0.8914440725,1531,1000002,30001674,Hilaban VI - Moon 1 - CBD Corporation Storage
60000190,0.8914440725,1531,1000002,30001674,Hilaban IV - Moon 5 - CBD Corporation Storage
60000193,0.8914440725,1531,1000002,30001674,Hilaban III - Moon 3 - CBD Corporation Storage
60000196,0.6843957686,1531,1000002,30001669,Pimebeka VIII - Moon 9 - CBD Corporation Storage
60000199,0.8914440725,1531,1000002,30001674,Hilaban VIII - Moon 1 - CBD Corporation Storage
60000202,0.3408937497,1531,1000002,30005032,Khabara VII - Moon 15 - CBD Corporation Storage
60000205,0.3514966459,1531,1000002,30005031,Nebian II - CBD Corporation Storage
60000208,0.4381709993,1531,1000002,30005035,Ami V - Moon 1 - CBD Corporation Storage
60000211,0.4381709993,1531,1000002,30005035,Ami VI - CBD Corporation Storage
60000214,0.3968333841,1531,1000002,30005030,Fensi VI - Moon 10 - CBD Corporation Storage
60000217,0.4381709993,1531,1000002,30005035,Ami VII - Moon 1 - CBD Corporation Storage
60000220,0.7293660708,1531,1000002,30001729,Sinid VI - CBD Corporation Storage
60000223,0.8673389143,1531,1000002,30001732,Zith IX - Moon 2 - CBD Corporation Storage
60000226,0.8333480479,1531,1000002,30001731,Ilas V - Moon 1 - CBD Corporation Storage
60000229,0.9497942069,1531,1000002,30001733,Tew IX - Moon 9 - CBD Corporation Storage
60000232,0.7293660708,1531,1000002,30001729,Sinid VI - Moon 2 - CBD Corporation Storage
60000235,0.8333480479,1531,1000002,30001731,Ilas VII - Moon 10 - CBD Corporation Storage
60000238,0.9092808588,1531,1000002,30004102,Inis-Ilix V - CBD Corporation Storage
60000241,0.7737356473,1531,1000002,30004099,Sonama VI - Moon 12 - CBD Corporation Storage
60000244,0.9092808588,1531,1000002,30004102,Inis-Ilix IV - Moon 1 - CBD Corporation Storage
60000247,0.7737356473,1531,1000002,30004099,Sonama VII - Moon 5 - CBD Corporation Storage
60000250,0.6473327137,1531,1000002,30004103,Kothe X - Moon 6 - CBD Corporation Storage
60000253,0.8691072810,1531,1000002,30004101,Suner VII - Moon 16 - CBD Corporation Storage
60000256,0.6657824845,1531,1000002,30001399,Elonaya X - Moon 22 - CBD Corporation Storage
60000259,0.5080410986,1531,1000002,30001401,Nonni VI - CBD Corporation Storage
60000262,0.5080410986,1531,1000002,30001401,Nonni IV - CBD Corporation Storage
60000265,0.7411521743,1531,1000002,30001403,Piak II - Moon 3 - CBD Corporation Storage
60000268,0.5080410986,1531,1000002,30001401,Nonni III - CBD Corporation Storage
60000271,0.6657824845,1531,1000002,30001399,Elonaya X - Moon 11 - CBD Corporation Storage
60000274,0.6991872083,1531,1000003,30000149,Gekutami V - Moon 1 - Prompt Delivery Storage
60000277,0.7432522649,1531,1000003,30000148,Jakanerva III - Moon 15 - Prompt Delivery Storage
60000280,0.6991872083,1531,1000003,30000149,Gekutami VII - Moon 3 - Prompt Delivery Storage
60000283,0.6337059450,1531,1000003,30000120,Mitsolen IV - Moon 9 - Prompt Delivery Storage
60000286,0.6374281330,1531,1000003,30000121,Jatate III - Moon 10 - Prompt Delivery Storage
60000289,0.6374281330,1531,1000003,30000121,Jatate IV - Moon 17 - Prompt Delivery Storage
60000292,0.6501464617,1531,1000003,30000126,Geras IX - Moon 7 - Prompt Delivery Storage
60000295,0.8745849748,1531,1000003,30000130,Shihuken VII - Moon 10 - Prompt Delivery Storage
60000298,0.9459645526,1531,1000003,30000129,Unpas VIII - Moon 11 - Prompt Delivery Storage
60000301,0.5669582798,1531,1000003,30000188,Hentogaira III - Moon 6 - Prompt Delivery Storage
60000304,0.5669582798,1531,1000003,30000188,Hentogaira IV - Prompt Delivery Storage
60000307,0.5285221071,1531,1000003,30000189,Kiainti IX - Moon 8 - Prompt Delivery Storage
60000310,0.6657824845,1531,1000004,30001399,Elonaya X - Moon 21 - Ytiri Storage
60000313,0.7411521743,1531,1000004,30001403,Piak IV - Moon 22 - Ytiri Storage
60000316,0.7411521743,1531,1000004,30001403,Piak III - Moon 19 - Ytiri Storage
60000319,0.4477900949,1531,1000004,30001398,Aunenen VII - Moon 1 - Ytiri Storage
60000322,0.8196477984,1531,1000004,30002744,Auviken V - Moon 6 - Ytiri Storage
60000325,0.8166387669,1531,1000004,30002746,Oijamon III - Moon 12 - Ytiri Storage
60000328,0.5713400139,1531,1000004,30002748,Jeras VII - Moon 15 - Ytiri Storage
60000331,0.5713400139,1531,1000004,30002748,Jeras VII - Moon 1 - Ytiri Storage
60000334,0.5494773459,1531,1000004,30001386,Saatuban IX - Moon 1 - Ytiri Storage
60000337,0.6777007603,1531,1000004,30001387,Isikano VIII - Moon 7 - Ytiri Storage
60000340,0.5059695448,1531,1000004,30001391,Piekura VII - Moon 1 - Ytiri Storage
60000343,0.6777007603,1531,1000004,30001387,Isikano VII - Moon 5 - Ytiri Storage
60000346,0.6938064909,1531,1000004,30001370,Ouranienen IV - Ytiri Storage
60000349,0.4532327361,1531,1000004,30001373,Raussinen X - Moon 3 - Ytiri Storage
60000352,0.6059305202,1531,1000004,30001368,Uemisaisen VIII - Moon 10 - Ytiri Storage
60000355,-1.0000000000,1531,1000293,30001372,Kino VII - Moon 13 - Perun Clade Porevitium Vault
60000358,0.9531232306,1531,1000004,30000144,Perimeter VI - Ytiri Storage
60000361,0.9459131167,1531,1000004,30000142,Jita IV - Moon 6 - Ytiri Storage
60000364,0.9459131167,1531,1000004,30000142,Jita V - Moon 14 - Ytiri Storage
60000367,0.9599952108,1531,1000004,30000139,Urlen VII - Moon 8 - Ytiri Storage
60000370,0.8853122148,1531,1000004,30001379,Tunttaras IX - Moon 11 - Ytiri Storage
60000373,0.8438157458,1531,1000004,30001374,Iidoken VI - Moon 8 - Ytiri Storage
60000376,0.8165567291,1531,1000004,30001376,Nourvukaiken VII - Moon 18 - Ytiri Storage
60000379,0.7693230944,1531,1000004,30001375,Tsuguwa IV - Moon 15 - Ytiri Storage
60000382,-1.0000000000,1531,1000293,30000192,Otanuomi IV - Moon 5 - Perun Clade Bioadaptation Chambers
60000385,0.5002789626,1531,1000004,30000193,Vouskiaho IV - Moon 1 - Ytiri Storage
60000388,0.5002789626,1531,1000004,30000193,Vouskiaho VI - Moon 14 - Ytiri Storage
60000391,-1.0000000000,1531,1000298,30000192,Otanuomi VI - Moon 9 - The Convocation of Triglav Proving Complex
60000394,0.9868146226,1531,1000004,30000138,Ikuchi VI - Moon 15 - Ytiri Storage
60000397,0.6638108229,1531,1000004,30000136,Ohmahailen IV - Moon 2 - Ytiri Storage
60000400,0.9747262069,1531,1000004,30000133,Hirtamon VI - Moon 6 - Ytiri Storage
60000403,0.9868146226,1531,1000004,30000138,Ikuchi VI - Moon 6 - Ytiri Storage
60000406,0.7371076853,1531,1000004,30002766,Iivinen X - Moon 2 - Ytiri Storage
60000409,0.9410608657,1531,1000004,30002764,Hatakani VIII - Moon 17 - Ytiri Storage
60000412,0.9410608657,1531,1000004,30002764,Hatakani VIII - Moon 11 - Ytiri Storage
60000415,0.7371076853,1531,1000004,30002766,Iivinen VIII - Moon 8 - Ytiri Storage
60000418,0.8476644632,1531,1000004,30002818,Oichiya VII - Moon 6 - Ytiri Storage
60000421,0.8934569984,1531,1000004,30002816,Saila VII - Moon 15 - Ytiri Storage
60000424,0.4897885840,1531,1000004,30002817,Aramachi II - Moon 2 - Ytiri Storage
60000427,0.8039990995,1531,1000004,30002815,Isenairos VII - Moon 4 - Ytiri Storage
60000430,0.7291611392,4023,1000005,30002801,Suroken VII - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000433,0.8472999538,4023,1000005,30002802,Kusomonmon VI - Moon 4 - Hyasyoda Corporation Mining Outpost
60000436,0.8472999538,4023,1000005,30002802,Kusomonmon IV - Moon 4 - Hyasyoda Corporation Mining Outpost
60000439,0.6700421255,4023,1000005,30002804,Isikesu IV - Moon 14 - Hyasyoda Corporation Mining Outpost
60000442,0.6700421255,4023,1000005,30002804,Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve
60000445,0.8472999538,4023,1000005,30002802,Kusomonmon VI - Moon 24 - Hyasyoda Corporation Mining Outpost
60000448,0.9599952108,4024,1000005,30000139,Urlen VII - Moon 6 - Hyasyoda Corporation Refinery
60000451,0.9459131167,4024,1000005,30000142,Jita IV - Moon 6 - Hyasyoda Corporation Refinery
60000454,0.9639236003,4023,1000005,30000143,Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve
60000457,0.9639236003,4023,1000005,30000143,Niyabainen IX - Moon 21 - Hyasyoda Corporation Mining Outpost
60000460,0.9639236003,4023,1000005,30000143,Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve
60000463,0.9459131167,4024,1000005,30000142,Jita VI - Hyasyoda Corporation Refinery
60000466,0.5613014649,4023,1000005,30001409,Umokka X - Moon 21 - Hyasyoda Corporation Mining Outpost
60000469,0.5613014649,4023,1000005,30001409,Umokka VI - Moon 2 - Hyasyoda Corporation Mining Outpost
60000472,0.7807654056,4024,1000005,30001408,Ruvas VI - Moon 10 - Hyasyoda Corporation Refinery
60000475,0.8516329482,4023,1000005,30001404,Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve
60000478,0.5613014649,4023,1000005,30001409,Umokka VII - Moon 9 - Hyasyoda Corporation Mining Outpost
60000481,0.8516329482,4023,1000005,30001404,Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000484,0.3848866895,4023,1000005,30000204,Ohkunen V - Moon 19 - Hyasyoda Corporation Mining Outpost
60000487,-1.0000000000,4023,1000292,30000206,Wirashoda VII - Moon 5 - Veles Clade Mutaplasmid Farm
60000490,-1.0000000000,4023,1000292,30000206,Wirashoda V - Veles Clade Extractive Terminus
60000493,0.4172608157,4023,1000005,30000203,Eruka V - Moon 5 - Hyasyoda Corporation Mining Outpost
60000496,0.4741790498,4023,1000005,30000201,Uchoshi XI - Moon 12 - Hyasyoda Corporation Mineral Reserve
60000499,0.4172608157,4023,1000005,30000203,Eruka VIII - Moon 18 - Hyasyoda Corporation Mining Outpost
60000502,0.6252975240,4023,1000005,30000147,Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000505,0.7432522649,4024,1000005,30000148,Jakanerva IV - Moon 4 - Hyasyoda Corporation Refinery
60000508,0.6991872083,4024,1000005,30000149,Gekutami III - Hyasyoda Corporation Refinery
60000511,0.6991872083,4023,1000005,30000149,Gekutami V - Hyasyoda Corporation Mineral Reserve
60000514,0.5413266815,4023,1000005,30000152,Hampinen V - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000517,0.7432522649,4024,1000005,30000148,Jakanerva II - Moon 13 - Hyasyoda Corporation Refinery
60000520,0.4839091542,4023,1000005,30000184,Uminas IV - Moon 1 - Hyasyoda Corporation Mining Outpost
60000523,0.7613056823,4023,1000005,30000183,Nuken VII - Moon 20 - Hyasyoda Corporation Mining Outpost
60000526,0.5617738684,4023,1000005,30000187,Wuos V - Moon 1 - Hyasyoda Corporation Mining Outpost
60000529,0.5039918822,4023,1000005,30000185,Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve
60000532,0.4839091542,4023,1000005,30000184,Uminas VI - Moon 6 - Hyasyoda Corporation Mining Outpost
60000535,0.6802642981,4023,1000005,30000180,Osmon IV - Moon 4 - Hyasyoda Corporation Mineral Reserve
60000538,0.9410608657,4024,1000005,30002764,Hatakani VI - Moon 5 - Hyasyoda Corporation Refinery
60000541,0.9410608657,4024,1000005,30002764,Hatakani VI - Moon 4 - Hyasyoda Corporation Refinery
60000544,0.7371076853,4023,1000005,30002766,Iivinen X - Moon 10 - Hyasyoda Corporation Mineral Reserve
60000547,0.9190298192,4024,1000005,30002763,Tennen VIII - Moon 4 - Hyasyoda Corporation Refinery
60000550,0.9190298192,4023,1000005,30002763,Tennen VIII - Moon 13 - Hyasyoda Corporation Mineral Reserve
60000553,0.7371076853,4023,1000005,30002766,Iivinen X - Moon 5 - Hyasyoda Corporation Mining Outpost
60000556,-1.0000000000,4023,1000292,30002797,Kaunokka IV - Veles Clade Semiosis Theater
60000559,-1.0000000000,4023,1000292,30002797,Kaunokka II - Moon 1 - Veles Clade Mutaplasmid Farm
60000562,0.5335753726,4024,1000005,30002799,Oisio III - Moon 1 - Hyasyoda Corporation Refinery
60000565,0.6118220667,4023,1000005,30002798,Venilen VIII - Moon 3 - Hyasyoda Corporation Mining Outpost
60000568,0.6118220667,4023,1000005,30002798,Venilen VIII - Moon 8 - Hyasyoda Corporation Mining Outpost
60000571,0.6118220667,4023,1000005,30002798,Venilen XI - Moon 14 - Hyasyoda Corporation Mining Outpost
60000574,0.5002789626,4023,1000005,30000193,Vouskiaho III - Hyasyoda Corporation Mineral Reserve
60000577,0.5285221071,4024,1000005,30000189,Kiainti VI - Moon 1 - Hyasyoda Corporation Refinery
60000580,0.5002789626,4023,1000005,30000193,Vouskiaho VI - Moon 15 - Hyasyoda Corporation Mineral Reserve
60000583,-1.0000000000,4024,1000293,30000192,Otanuomi VI - Moon 7 - Perun Clade Extractive Terminus
60000586,-1.0000000000,4024,1000293,30000192,Otanuomi V - Moon 16 - Perun Clade Mutaplasmid Farm
60000589,0.5002789626,4024,1000005,30000193,Vouskiaho VIII - Moon 17 - Hyasyoda Corporation Refinery
60000592,0.3982679375,4023,1000005,30001356,Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve
60000595,0.5185604767,4023,1000005,30001360,Kiskoken I - Hyasyoda Corporation Mining Outpost
60000598,0.5301368602,4023,1000005,30001358,Ossa VII - Moon 5 - Hyasyoda Corporation Mineral Reserve
60000601,0.3982679375,4024,1000005,30001356,Dantumi III - Hyasyoda Corporation Refinery
60000604,0.5185604767,4023,1000005,30001360,Kiskoken VII - Moon 2 - Hyasyoda Corporation Mining Outpost
60000607,0.5602991932,4024,1000005,30001357,Antiainen I - Hyasyoda Corporation Refinery
60000610,0.7785352333,4023,1000006,30002775,Paara I - Deep Core Mining Inc. Mining Outpost
60000613,0.7944237869,4023,1000006,30002779,Ono V - Moon 2 - Deep Core Mining Inc. Mining Outpost
60000616,0.7944237869,4023,1000006,30002779,Ono VI - Moon 6 - Deep Core Mining Inc. Mining Outpost
60000619,0.8472999538,4023,1000006,30002802,Kusomonmon V - Moon 14 - Deep Core Mining Inc. Mining Outpost
60000622,0.6092655012,4024,1000006,30002800,Haatomo VI - Moon 16 - Deep Core Mining Inc. Refinery
60000625,0.8472999538,4023,1000006,30002802,Kusomonmon V - Moon 20 - Deep Core Mining Inc. Mining Outpost
60000628,-1.0000000000,4023,1000292,30002797,Kaunokka VI - Moon 1 - Veles Clade Extractive Terminus
60000631,0.5012201845,4024,1000006,30002794,Yria II - Moon 11 - Deep Core Mining Inc. Refinery
60000634,-1.0000000000,4023,1000292,30002797,Kaunokka III - Moon 1 - Veles Clade Extractive Terminus
60000637,0.5574451863,4023,1000006,30002773,Hogimo V - Moon 11 - Deep Core Mining Inc. Mining Outpost
60000640,0.5574451863,4023,1000006,30002773,Hogimo IV - Deep Core Mining Inc. Mining Outpost
60000643,0.5574451863,4023,1000006,30002773,Hogimo V - Moon 16 - Deep Core Mining Inc. Mining Outpost
60000646,0.5413266815,4023,1000007,30000152,Hampinen V - Poksu Mineral Group Mining Outpost
60000649,0.6524402583,4023,1000007,30000146,Saisio VIII - Moon 16 - Poksu Mineral Group Mineral Reserve
60000652,0.6991872083,4023,1000007,30000149,Gekutami VI - Poksu Mineral Group Mineral Reserve
60000655,0.5413266815,4024,1000007,30000152,Hampinen VII - Moon 11 - Poksu Mineral Group Refinery
60000658,0.6022130886,4023,1000007,30002786,Ikao VIII - Moon 1 - Poksu Mineral Group Mineral Reserve
60000661,0.5346838454,4023,1000007,30002787,Waira VIII - Moon 17 - Poksu Mineral Group Mineral Reserve
60000664,0.8133148965,4023,1000007,30002784,Tintoh VI - Moon 1 - Poksu Mineral Group Mining Outpost
60000667,0.6022130886,4023,1000007,30002786,Ikao VIII - Poksu Mineral Group Mineral Reserve
60000670,0.8472999538,4023,1000007,30002802,Kusomonmon VI - Moon 20 - Poksu Mineral Group Mining Outpost
60000673,0.7127556255,4023,1000007,30002805,Anttiri III - Poksu Mineral Group Mineral Reserve
60000676,0.7127556255,4023,1000007,30002805,Anttiri V - Moon 18 - Poksu Mineral Group Mineral Reserve
60000679,0.7291611392,4024,1000007,30002801,Suroken X - Moon 1 - Poksu Mineral Group Refinery
60000682,1.0000000000,4023,1000007,30000145,New Caldari Prime - Moon 1 - Poksu Mineral Group Mineral Reserve
60000685,0.9531232306,4023,1000007,30000144,Perimeter VII - Poksu Mineral Group Mineral Reserve
60000688,1.0000000000,4023,1000007,30000145,New Caldari I (Matigu) - Poksu Mineral Group Mineral Reserve
60000691,0.9639236003,4023,1000007,30000143,Niyabainen VII - Moon 2 - Poksu Mineral Group Mineral Reserve
60000694,0.3036259363,4023,1000007,30002812,Tannolen VIII - Moon 14 - Poksu Mineral Group Mining Outpost
60000697,0.3980902825,4023,1000007,30002808,Oto VIII - Moon 6 - Poksu Mineral Group Mining Outpost
60000700,0.3240325657,4023,1000007,30002810,Eranakko III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000703,0.3358288959,4024,1000007,30002806,Hasmijaala X - Moon 1 - Poksu Mineral Group Refinery
60000706,-1.0000000000,4023,1000293,30001372,Kino V - Moon 3 - Perun Clade Semiosis Theater
60000709,0.5125695892,4023,1000007,30001369,Sotrentaira VI - Moon 11 - Poksu Mineral Group Mineral Reserve
60000712,-1.0000000000,4023,1000293,30001372,Kino IV - Moon 12 - Perun Clade Extractive Terminus
60000715,0.4532327361,4023,1000007,30001373,Raussinen IX - Moon 13 - Poksu Mineral Group Mining Outpost
60000718,0.8039990995,4023,1000007,30002815,Isenairos VI - Poksu Mineral Group Mineral Reserve
60000721,0.8727943059,4023,1000007,30002819,Motsu VI - Moon 13 - Poksu Mineral Group Mining Outpost
60000724,0.4897885840,4023,1000007,30002817,Aramachi VII - Moon 8 - Poksu Mineral Group Mining Outpost
60000727,0.4897885840,4023,1000007,30002817,Aramachi VI - Moon 6 - Poksu Mineral Group Mining Outpost
60000730,0.5080410986,4024,1000007,30001401,Nonni III - Poksu Mineral Group Refinery
60000733,0.4894049592,4023,1000007,30001400,Litiura VII - Moon 4 - Poksu Mineral Group Mineral Reserve
60000736,0.7411521743,4023,1000007,30001403,Piak III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000739,0.7411521743,4024,1000007,30001403,Piak II - Poksu Mineral Group Refinery
60000742,0.5574451863,4023,1000007,30002773,Hogimo V - Moon 7 - Poksu Mineral Group Mining Outpost
60000745,0.5574451863,4023,1000007,30002773,Hogimo V - Moon 9 - Poksu Mineral Group Mining Outpost
60000748,0.5727129041,4023,1000007,30002774,Huttaken VI - Moon 2 - Poksu Mineral Group Mineral Reserve
60000751,0.4487847602,4024,1000007,30002769,Enderailen V - Poksu Mineral Group Refinery
60000754,0.8424948484,4024,1000007,30001362,Veisto V - Moon 4 - Poksu Mineral Group Refinery
60000757,0.8424948484,4024,1000007,30001362,Veisto V - Moon 5 - Poksu Mineral Group Refinery
60000760,0.8589762793,4023,1000007,30001364,Funtanainen V - Poksu Mineral Group Mineral Reserve
60000763,0.8410254626,4023,1000007,30001363,Sobaseki XIII - Moon 3 - Poksu Mineral Group Mineral Reserve
60000766,0.7709215369,4023,1000008,30001394,Korama VI - Moon 10 - Minedrill Mining Outpost
60000769,0.5605884061,4023,1000008,30001397,Isseras IV - Moon 1 - Minedrill Mineral Reserve
60000772,0.6622300302,4024,1000008,30001396,Aakari I - Minedrill Refinery
60000775,0.6457973916,4023,1000008,30001418,Aikantoh III - Minedrill Mining Outpost
60000778,0.6457973916,4023,1000008,30001418,Aikantoh III - Moon 2 - Minedrill Mining Outpost
60000781,0.6457973916,4023,1000008,30001418,Aikantoh VI - Moon 2 - Minedrill Mining Outpost
60000784,0.5669582798,4023,1000008,30000188,Hentogaira I - Moon 13 - Minedrill Mineral Reserve
60000787,0.4937122829,4024,1000008,30000190,Vasala VI - Moon 10 - Minedrill Refinery
60000790,0.5669582798,4024,1000008,30000188,Hentogaira II - Moon 6 - Minedrill Refinery
60000793,0.8472999538,4023,1000008,30002802,Kusomonmon IV - Moon 2 - Minedrill Mining Outpost
60000796,0.8472999538,4023,1000008,30002802,Kusomonmon IV - Moon 6 - Minedrill Mining Outpost
60000799,0.6213217815,4024,1000008,30002803,Juunigaishi XI - Moon 3 - Minedrill Refinery
60000802,0.5235317507,4024,1000008,30001432,Uesuro II - Moon 1 - Minedrill Refinery
60000805,0.3570892375,4023,1000008,30001436,Isie V - Minedrill Mining Outpost
60000808,0.4509109833,4023,1000008,30001433,Oishami VII - Moon 12 - Minedrill Mining Outpost
60000811,0.8516329482,4024,1000008,30001404,Airkio IX - Minedrill Refinery
60000814,0.8516329482,4023,1000008,30001404,Airkio III - Moon 1 - Minedrill Mineral Reserve
60000817,0.5613014649,4023,1000008,30001409,Umokka X - Moon 12 - Minedrill Mining Outpost
60000820,0.2963790211,4024,1000008,30001448,Hakonen IX - Moon 16 - Minedrill Refinery
60000823,0.5283446465,4023,1000008,30001443,Vuorrassi IV - Moon 2 - Minedrill Mineral Reserve
60000826,0.3283318341,4024,1000008,30001447,Taisy III - Minedrill Refinery
60000829,0.8727943059,4023,1000008,30002819,Motsu III - Minedrill Mineral Reserve
60000832,0.4897885840,4023,1000008,30002817,Aramachi V - Moon 1 - Minedrill Mining Outpost
60000835,0.4897885840,4023,1000008,30002817,Aramachi VI - Moon 4 - Minedrill Mining Outpost
60000838,0.6041875522,4023,1000008,30001367,Hageken X - Moon 9 - Minedrill Mineral Reserve
60000841,0.7809994316,4023,1000008,30001365,Isikemi IV - Moon 3 - Minedrill Mineral Reserve
60000844,0.8410254626,4023,1000008,30001363,Sobaseki VI - Minedrill Mineral Reserve
60000847,0.3980902825,4023,1000008,30002808,Oto VIII - Moon 4 - Minedrill Mining Outpost
60000850,0.3358288959,4023,1000008,30002806,Hasmijaala VIII - Moon 4 - Minedrill Mineral Reserve
