solarSystemID,security
30000627,-0.4044791173
30000628,-0.9521641522
30000629,-0.3097907559
30000630,-0.0826034151
30000631,-0.1003208768
30000632,-0.1293951708
30000633,-0.1921027022
30000634,-0.1971987062
30000635,-0.2721625932
30000636,-0.0906734518
30000637,-0.3149895337
30000638,-0.3385785677
30000639,-0.3857152495
30000640,-0.3889556008
30000641,-0.3035746736
30000642,-0.6150638433
30000643,-0.6291512730
30000644,-0.8429933002
30000645,-0.5500394385
30000646,-0.9061297147
30000647,-0.8828175102
30000648,-1.0000000000
30000649,-0.5795548659
30000650,-0.9097819353
30000651,-0.3723657990
30000652,-0.5344909787
30000653,-1.0000000000
30000654,-0.2606331827
30000655,-0.1088872899
30000656,-0.0428070913
30000657,-0.1116498510
30000658,-0.0574630883
30000659,-0.1130261059
30000660,-0.1052909747
30000661,-0.0315521551
30000662,-0.2164912041
30000663,-0.4728230429
30000664,-0.3162536918
30000665,-0.0649874388
30000666,-0.0468012536
30000667,-0.1062546478
30000668,-0.0651013057
30000669,-0.1285046849
30000670,-0.2918803526
30000671,-0.0902961281
30000672,-0.0788888503
30000673,-0.1813469684
30000674,-0.2348681944
30000675,-0.0264815032
30000676,-0.0427655695
30000677,-0.3313389815
30000678,-0.4145389514
30000679,-0.5270790572
30000680,-0.4285767640
30000681,-0.3965200064
30000682,-0.4581816600
30000683,-0.5974887425
30000684,-0.5633048270
30000685,-0.2424279902
30000686,-0.1616673452
30000687,-0.0515799118
30000688,-0.1001644564
30000689,-0.1576960689
30000690,-0.0866886396
30000691,-0.1924305650
30000692,-0.2566327519
30000693,-0.2066479112
30000694,-0.1256356118
30000695,-0.1798629824
30000696,-0.1622354079
30000697,-0.0630912082
30000698,-0.0803935736
30000699,-0.0310707251
30000700,-0.0123103506
30000701,-0.0248305160
30000702,-0.0069415853
30000703,-0.3413324372
30000704,-0.5395398415
30000705,-0.3748784927
30000706,-0.4048837111
30000707,-0.1696835490
30000708,-0.2024698591
30000709,-0.7830696350
30000710,-0.6745795907
30000711,-0.7894042020
30000712,-0.8838926563
30000713,-0.9005847974
30000714,-0.6852190088
30000715,-0.6792392417
30000716,-0.5307990849
30000717,-0.7176751140
30000718,-0.5093496518
30000719,-0.5843460873
30000720,-0.4383996132
30000721,-0.0283579963
30000722,-0.0161742008
30000723,-0.0109968856
30000724,-0.0249626527
30000725,-0.0224903286
30000726,-0.0292272637
30000727,-0.0139167036
30000728,-0.0105409832
30000729,-0.0335375956
30000730,-0.3508743357
30000731,-0.3207357971
30000732,-0.2899610659
30000733,-0.2074316941
30000734,-0.4027144677
30000735,-0.4607038722
30000736,-0.1791473727
30000737,-0.4157180459
30000738,-0.1767231245
30000739,-0.2155496980
30000740,-0.3553323237
30000741,-0.4001293978
30000742,-0.3089953560
30000743,-0.1492839802
30000744,-0.0815947082
30000745,-0.1195386874
30000746,-0.1712771020
30000747,-0.1526766545
30000748,-0.2797526549
30000749,-0.2006353240
30000750,-0.1550186335
30000751,-0.1977724145
30000752,-0.1452237129
30000753,-0.2546622710
30000754,-0.1696129120
30000755,-0.2321039410
30000756,-0.1103811281
30000757,-0.1021093810
30000758,-0.1598307559
30000759,-0.0887570080
30000760,-0.1403204675
30000761,-0.1569205312
30000762,-0.0809600941
30000763,-0.1435223016
30000764,-0.0546218033
30000765,-0.0420901580
30000766,-0.0590202799
30000767,-0.0445868476
30000768,-0.0607290633
30000769,-0.0851892836
30000770,-0.2864100839
30000771,-0.2113610590
30000772,-0.2887451608
30000773,-0.2569041839
30000774,-0.2762124099
30000775,-0.2303424254
30000776,-0.1487592760
30000777,-0.2503766393
30000778,-0.2863172610
30000779,-0.2924155138
30000780,-0.2203176208
30000781,-0.2143566489
30000782,-0.2137161140
30000783,-0.4819140155
30000784,-0.5424412340
30000785,-0.5464866270
30000786,-0.6511063967
30000787,-0.7233810295
30000788,-0.5766920840
30000789,-0.5284307372
30000790,-0.3905020901
30000791,-0.2562016470
30000792,-0.3673660864
30000793,-0.4527429207
30000794,-0.4778218403
30000795,-0.2049159166
30000796,-0.6807733743
30000797,-0.5788729116
30000798,-0.6742307515
30000799,-0.4304980243
30000800,-0.7859782641
30000801,-0.8165413087
30000802,-0.2940069549
30000803,-0.2591845321
30000804,-0.2610427909
30000805,-0.1849849353
30000806,-0.3177060533
30000807,-0.4474549525
30000808,-0.7143096910
30000809,-0.8493746886
30000810,-0.5421197244
30000811,-0.6463984327
30000812,-0.9331987878
30000813,-0.9597096467
30000814,-0.1027489011
30000815,-0.1909170108
30000816,-0.3232028212
30000817,-0.0864460960
30000818,-0.3880961039
30000819,-0.4105137041
30000820,-0.5092451557
30000821,-0.5640370414
30000822,-0.5604053831
30000823,-0.4918123010
30000824,-0.4258575554
30000825,-0.4200596207
30000826,-0.5375865106
30000827,-0.5299330565
30000828,-0.4957296434
30000829,-0.5354515842
30000830,-0.5135102181
30000831,-0.5209787079
30000832,-0.6407402996
30000833,-0.5901914981
30000834,-0.7659495698
30000835,-0.7557006018
30000836,-0.8623021704
30000837,-0.9292927395
30000838,-0.4991567887
30000839,-0.5246538574
30000840,-0.5574444575
30000841,-0.5937019562
30000842,-0.5606207422
30000843,-0.5125586114
30000844,-0.4979423806
30000845,-0.4993716816
30000846,-0.2855596591
30000847,-0.2422942130
30000848,-0.2183287931
30000849,-0.2094487527
30000850,-0.1934511544
30000851,-0.2045017387
30000852,-0.2063542752
30000853,-0.2498588453
30000854,-0.2231977273
30000855,-0.2557477375
30000856,-0.2365192933
30000857,-0.1589990047
30000858,-0.1694787389
30000859,-0.2106737910
30000860,-0.2154247309
30000861,-0.3229769218
30000862,-0.2642166918
30000863,-0.3739772919
30000864,-0.4407396089
30000865,-0.4601548281
30000866,-0.3107371001
30000867,-0.5202363886
30000868,-0.5656139356
30000869,-0.6789916463
30000870,-0.7267119544
30000871,-0.7289173243
30000872,-0.7756454635
30000873,-0.2304382391
30000874,-0.2547234953
30000875,-0.2642379203
30000876,-0.2087663222
30000877,-0.2457237278
30000878,-0.1593171977
30000879,-0.1298659530
30000880,-0.1092496172
30000881,-0.1263630348
30000882,-0.0958331038
30000883,-0.0963088369
30000884,-0.0924183839
30000885,-0.1304082868
30000886,-0.2045517563
30000887,-0.2411964449
30000888,-0.2492471690
30000889,-0.2683656225
30000890,-0.2724330266
30000891,-0.2677874962
30000892,-0.2728061060
30000893,-0.3027841175
30000894,-0.7766049022
30000895,-0.7763798373
30000896,-0.7212632673
30000897,-0.5931866591
30000898,-0.6127261332
30000899,-0.5384330986
30000900,-0.0445461924
30000901,-0.0993571773
30000902,-0.0184411606
30000903,-0.0609315665
30000904,-0.0674851205
30000905,-0.1193458346
30000906,-0.3829289822
30000907,-0.7053432997
30000908,-0.6989712622
30000909,-0.5540875623
30000910,-0.8387200807
30000911,-0.8714045362
30000912,-0.0903194024
30000913,-0.0228984198
30000914,-0.1089965972
30000915,-0.0761857653
30000916,-0.0172835894
30000917,-0.0320258062
30000918,-0.0209094218
30000919,-0.0087122669
30000920,-0.0268462076
30000921,-0.0084748990
30000922,-0.0047093662
30000923,-0.0754463728
30000924,-0.0033158832
30000925,-0.0072238351
30000926,-0.0170198240
30000927,-0.5463953612
30000928,-0.4558152370
30000929,-0.2868263449
30000930,-0.1943594426
30000931,-0.1319692739
30000932,-0.1560803572
30000933,-0.0582776682
30000934,-0.1174299199
30000935,-0.0670590986
30000936,-0.4337046073
30000937,-0.1466198143
30000938,-0.2511537362
30000939,-0.0780711597
30000940,-0.4441306067
30000941,-0.1515418913
30000942,-0.1458745449
30000943,-0.3031879699
30000944,-0.4371039126
30000945,-0.5608922798
30000946,-0.2540604321
30000947,-0.0518990524
30000948,-0.7520340497
30000949,-0.0571290958
30000950,-0.0461012680
30000951,-0.0301216179
30000952,-0.0740720258
30000953,-0.2327172198
30000954,-0.1390899795
30000955,-0.2675795523
30000956,-0.0350951381
30000957,-0.0304822386
30000958,-0.0204954863
30000959,-0.0038566185
30000960,-0.0066620782
30000961,-0.0462231644
30000962,-0.0715186788
30000963,-0.0718016640
30000964,-0.0263571581
30000965,-0.0118813677
30000966,-0.0035143471
30000967,-0.0011807033
30000968,-0.0153672383
30000969,-0.0021334527
30000970,-0.0015226961
30000971,-0.0339260522
30000972,-0.0160601471
30000973,-0.0081349311
30000974,-0.0157295502
30000975,-0.0107056404
30000976,-0.0283439942
30000977,-0.2165042661
30000978,-0.1926576352
30000979,-0.1344676482
30000980,-0.1723618341
30000981,-0.0629222055
30000982,-0.1048571865
30000983,-0.3137052106
30000984,-0.5541386200
30000985,-0.4961002075
30000986,-0.4584356712
30000987,-0.6636258990
30000988,-1.0000000000
30000989,-0.0281171588
30000990,-0.0296239889
30000991,-0.0178756615
30000992,-0.0104026683
30000993,-0.0060204370
30000994,-0.0130872858
30000995,-0.0337650311
30000996,-0.0524295857
30000997,-0.1145659459
30000998,-0.1370624809
30000999,-0.0265436090
30001000,-0.1234021233
30001001,-0.1247627998
30001002,-0.1625193886
30001003,-0.1330498378
30001004,-0.1297870644
30001005,-0.1593606846
30001006,-0.0372919554
30001007,-0.2232625235
30001008,-0.1428406545
30001009,-0.1598818991
30001010,-0.0594706039
30001011,-0.0712150565
30001012,-0.0880374000
30001013,-0.3000950482
30001014,-0.0692021394
30001015,-0.0389717979
30001016,-0.0227511285
30001017,-0.0250383424
30001018,-0.0329736379
30001019,-0.0450979986
30001020,-0.0176292575
30001021,-0.0630997043
30001022,-0.0191435788
30001023,-0.0075653370
30001024,-0.0070132007
30001025,-0.0181641196
30001026,-0.0194242084
30001027,-0.0051975026
30001028,-0.0231432130
30001029,-0.1137474692
30001030,-0.0875084543
30001031,-0.1000957458
30001032,-0.0799869943
30001033,-0.1303116755
30001034,-0.2025994768
30001035,-0.1852603466
30001036,-0.0098323249
30001037,-0.0370696529
30001038,-0.0125139883
30001039,-0.0316827075
30001040,-0.1271615532
30001041,-0.0173427293
30001042,-0.0618447725
30001043,-0.1198134898
30001044,-0.0146330064
30001045,-0.0221007304
30001046,-0.0073956038
30001047,-0.0143192774
30001048,-0.0417728880
30001049,-0.0082665962
30001050,-0.0378324918
30001051,-0.1463752940
30001052,-0.1120421040
30001053,-0.4366166610
30001054,-0.0828096380
30001055,-0.5261335840
30001056,-0.0905856740
30001057,-0.6217861250
30001058,-0.7539237200
30001059,-0.5409270180
30001060,-0.5749969010
30001061,-0.8961911580
30001062,-0.3284804110
30001063,-0.1434854420
30001064,-0.4971999460
30001065,-0.2619132720
30001066,-0.1640765280
30001067,-0.6397830350
30001068,-0.1449548780
30001069,-0.5949410160
30001070,-0.7393997600
30001071,-0.4318205200
30001072,-0.1749517400
30001073,-0.3696932540
30001074,-0.1799507320
30001075,-0.6449129970
30001076,-0.6177839840
30001077,-0.6671461260
30001078,-0.3838259100
30001079,-0.5339868370
30001080,-0.6281687840
30001081,-0.6376647790
30001082,-0.4232607490
30001083,-0.3163367260
30001084,-0.4890016510
30001085,-0.2883337300
30001086,-0.2415316540
30001087,-0.1786084960
30001088,-0.7722064020
30001089,-0.8597836450
30001090,-0.4708352450
30001091,-0.1981038760
30001092,-0.1814995280
30001093,-0.5366141630
30001094,-0.5044460830
30001095,-0.1566433200
30001096,-0.2672747540
30001097,-0.1948896160
30001098,-0.1860434290
30001099,-0.2028269460
30001100,-0.2170953470
30001101,-0.3327516430
30001102,-0.1854528220
30001103,-0.8693170320
30001104,-0.9190347700
30001105,-0.9209850800
30001106,-0.9613858450
30001107,-0.9722359470
30001108,-0.9642967340
30001109,-0.5295687250
30001110,-0.6819627980
30001111,-0.7074401620
30001112,-0.6716509860
30001113,-0.4973934350
30001114,-0.7111157780
30001115,-0.5938111330
30001116,-0.6420952180
30001117,-0.6903760190
30001118,-0.7871594660
30001119,-0.6107288060
30001120,-0.5601010290
30001121,-0.4021046640
30001122,-0.4340006500
30001123,-0.5893066530
30001124,-0.6370686800
30001125,-0.8574347440
30001126,-0.2345953620
30001127,-0.2806610830
30001128,-0.6496185180
30001129,-0.6368045730
30001130,-0.1399661870
30001131,-0.0793688380
30001132,-0.1438098100
30001133,-0.1828332830
30001134,-0.1712332580
30001135,-0.0709924840
30001136,-0.0248066680
30001137,-0.1219563250
30001138,-0.1815993720
30001139,-0.0517948580
30001140,-0.1489196040
30001141,-0.1578066660
30001142,-0.1573136850
30001143,-0.0977841280
30001144,-0.1826050050
30001145,-0.0346968900
30001146,-0.1168969850
30001147,-0.1221726650
30001148,-0.1209305190
30001149,-0.1045624100
30001150,-0.1307903060
30001151,-0.1327147370
30001152,-0.1831742430
30001153,-0.2538480323
30001154,-0.0470117271
30001155,-0.0705984049
30001156,-0.0757433749
30001157,-0.0617327403
30001158,-0.2067933912
30001159,-0.0757851324
30001160,-0.0854392948
30001161,-0.1463222207
30001162,-0.0821114397
30001163,-0.0551838525
30001164,-0.1076878903
30001165,-0.0465950146
30001166,-0.1388272666
30001167,-0.0548969055
30001168,-0.1064479958
30001169,-0.0510096336
30001170,-0.1088431934
30001171,-0.1668501536
30001172,-0.1075778365
30001173,-0.3017177449
30001174,-0.1545884920
30001175,-0.1230472479
30001176,-0.0954963554
30001177,-0.1528306871
30001178,-0.0605825906
30001179,-0.3535710601
30001180,-0.2252840220
30001181,-0.1434656770
30001182,-0.4535322370
